Nome Completo;Nome para Urna Eletronica;Numero do Candidato;Situacao;Sigla do Partido;Numero do Partido;Nome da Coligacao;Composicao da Coligacao;Cargo;Sexo;Data de Nascimento;Estado Civil;Ocupacao;Grau de Instrucao;Nacionalidade;Municipio/UF de Nascimento;Julgamento da Prest. de Contas;Resultado da Eleicao;Numero Protocolo;Numero Processo;CNPJ de Campanha;
ADEMIR ROBERTO RODRIGUES;ADEMIR RODRIGUES;361;APTO (Deferido);PTC;36;DESPERTAR FARROUPILHA;PTC / PRP;2º Suplente Senador;Masculino;1959-07-26;Casado(a);Motorista de Veículos de Transporte Coletivo de Passageiros;Ensino Fundamental incompleto;Brasileira nata;PORTO ALEGRE / RS;;Não eleito;285362010;4397-65.2010.6.21.0000;12.175.517/0001-09;
ALDA CATARINA OLIVIER;ALDA;161;APTO (Deferido);PSTU;16;-;-;2º Suplente Senador;Feminino;1951-01-10;Divorciado(a);Servidor Público Civil Aposentado;Superior completo;Brasileira nata;SOBRADINHO / RS;;Não eleito;285192010;4289-36.2010.6.21.0000;12.171.417/0001-04;
ANTONIO CARLOS HOHLFELDT;ANTONIO HOHLFELDT;151;APTO (Deferido);PMDB;15;JUNTOS PELO RIO GRANDE;PDT / PMDB / PTN / PSDC;2º Suplente Senador;Masculino;1948-12-22;Divorciado(a);Professor de Ensino Superior;Superior completo;Brasileira nata;PORTO ALEGRE / RS;;Não eleito;276572010;4393-28.2010.6.21.0000;12.169.767/0001-28;
ELOEDE MARIA CONZATTI;ELOEDE CONZATTI;651;APTO (Deferido);PT;13;UNIDADE POPULAR PELO RIO GRANDE;PT / PR / PSB / PC do B;2º Suplente Senador;Feminino;1951-03-13;Divorciado(a);Vereador;Superior completo;Brasileira nata;SÉRIO / RS;;Não eleito;273332010;4107-50.2010.6.21.0000;12.178.283/0001-45;
GILBERTO CORAZZA;CORAZZA;131;APTO (Deferido);PT;13;UNIDADE POPULAR PELO RIO GRANDE;PT / PR / PSB / PC do B;2º Suplente Senador;Masculino;1960-02-15;Separado(a) judicialmente;Professor de Ensino Médio;Superior completo;Brasileira nata;ALTO ALEGRE / RS;;Eleito;273342010;4110-05.2010.6.21.0000;12.174.201/0001-94;
HARRISON IZAQUIEL FERNANDES;HARRISON;210;INAPTO (Cancelado);PCB;21;-;-;2º Suplente Senador;Masculino;1927-08-13;Viúvo(a);Aposentado (Exceto Servidor Público);Ensino Fundamental completo;Brasileira nata;SANTA VITÓRIA DO PALMAR / RS;;;285492010;4523-18.2010.6.21.0000;12.172.681/0001-54;
JOAO EZEQUIEL MENDONCA DA SILVA;JOAO EZEQUIEL;500;APTO (Deferido);PSOL;50;-;-;2º Suplente Senador;Masculino;1971-12-01;Solteiro(a);Servidor Público Municipal;Ensino Médio completo;Brasileira nata;PORTO ALEGRE / RS;;Não eleito;265682010;3840-78.2010.6.21.0000;12.154.805/0001-79;
MARCIO BERGONSI TURRA;MARCIO TURRA;111;APTO (Deferido);PP;11;CONFIRMA RIO GRANDE;PRB / PP / PSL / PSC / PPS / PHS / PSDB / PT do B;2º Suplente Senador;Masculino;1968-02-27;Casado(a);Médico;Superior completo;Brasileira nata;MARAU / RS;;Eleito;283882010;4463-45.2010.6.21.0000;12.177.518/0001-84;
SERGIO AUGUSTO CARDOSO PINTO;BIJU;501;INAPTO (Cancelado);PSOL;50;-;-;2º Suplente Senador;Masculino;1949-06-11;Viúvo(a);Servidor Público Estadual;Superior completo;Brasileira nata;ALEGRETE / RS;;Registro negado antes da eleição;265692010;3836-41.2010.6.21.0000;12.154.705/0001-42;
SERGIO LUIS SCHNEIDER;SERGIO SCHNEIDER;333;APTO (Deferido);PMN;33;-;-;2º Suplente Senador;Masculino;1956-11-15;Divorciado(a);Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;Ensino Fundamental incompleto;Brasileira nata;NOVO HAMBURGO / RS;;Não eleito;270402010;4046-92.2010.6.21.0000;12.173.834/0001-88;
VALMIR RODRIGUES DA SILVA;VALMIR RODRIGUES;430;APTO (Deferido);PV;43;-;-;2º Suplente Senador;Masculino;1965-01-12;Casado(a);Escritor e Crítico;Superior incompleto;Brasileira nata;SEVERIANO DE ALMEIDA / RS;;Não eleito;284002010;4601-12.2010.6.21.0000;12.178.732/0001-55;
